name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
prayer\0206_2244115463.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
boats\0311_295660394.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
newspapers\0422_2127404717.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gymnastics\0309_308030576.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
animal\0386_363980744.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
refugees\0419_2425243892.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
earthquake\0269_51511972.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f-16\0073_2558965665.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
politics\0528_487779559.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pebbles\0556_848847931.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deer\0452_2239031100.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sunrise\0378_474464386.jpg,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
swimmers\0479_2292237463.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
needles\0361_1357212888.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pole\0291_2099676031.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
