name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
lawn\0566_238064249.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
boats\0245_444985081.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shopping_mall\0085_2263152377.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheering\0542_2331702739.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rice\0486_2197638504.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
land\0287_1866205329.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0509_170922260.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moon\0282_410035047.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tanks\0626_196943782.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tundra\0493_257613269.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
alley\0464_371306796.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tugboat\0258_1959180775.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0443_819177100.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
microphones\0481_2494635225.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
television_tower\0034_2057813566.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
empire_state\0037_336157657.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tanker\0687_2652603132.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheerleader\0417_131713308.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dog\0384_2208054049.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
observation_tower\0498_2328127741.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
military_base\0500_2282109774.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moon\0084_308860098.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
protesters\0507_2214879159.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mast\0225_2115948620.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stream\0552_339813945.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camels\0266_188891792.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
helicopter\0237_2468111943.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
diver\0477_204685501.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
girl\0204_2675932536.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
backpack\0398_2187315899.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rowboat\0210_1541999666.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nighttime\0246_302279753.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dancing\0401_2472630849.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
horses\0445_2115835795.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hut\0583_2566637315.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0544_377464462.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
plane\0239_2335382976.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0578_489840801.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
horizon\0555_2170991099.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
detail\0538_436555582.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
horizon\0330_2540970229.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0416_702164713.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sailboats\0264_248166367.jpg,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
battleship\0274_89467263.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adult\0349_2267566452.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frost\0272_2143937737.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0403_201432964.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moon\0576_21060028.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police_station\0202_463244249.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bridge\0438_133930961.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
pickup_truck\0346_1694743817.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dock\0391_2230898554.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
meeting\0448_479733600.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
power_plant\0286_2176555450.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
facade\0351_160732826.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
waterways\0575_1391833029.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dance\0385_2681514681.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frost\0246_2109997931.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
houseboat\0605_431700539.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0486_83574058.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
close-up\0254_891798098.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0450_2730166813.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
glacier\0410_2669963660.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
plain\0344_63679197.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sun\0584_400679531.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0441_2196383476.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bride\0484_389532874.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
