name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
dress\0048_103960459.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
boats\0222_444750961.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
buildings\0440_405430487.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gymnastics\0468_93447669.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
embassy\0056_389853132.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cabin\0515_407130077.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0544_377464462.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
police_station\0578_2734792661.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
waterways\0681_524010921.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
slope\0465_2345498601.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sails\0568_2346974846.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
underwater\0241_1539907270.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
designs\0248_2401530198.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cooling_tower\0381_506214232.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lighthouse\0428_2145241395.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ships\0536_174355578.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dance\0212_144952796.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crystals\0032_2163440247.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
farms\0417_1955816303.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0452_1533443.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
theater\0466_512717412.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0251_123093851.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flood\0301_502326181.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
clouds\0058_240668685.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
canyon\0351_405618504.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
maui\0247_2285703916.jpg,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
underwater\0216_134351556.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pack\0463_1448918699.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
amusement_park\0596_125741604.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
urban_scenes\0284_2274988490.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0302_161061955.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crystals\0353_370055683.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
charts\0431_250129766.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moon\0309_379788805.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
helicopter\0548_746963788.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mist\0426_384586649.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
glacier\0568_101227406.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
swimmers\0265_701967743.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
empire_state\0466_121591390.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
business_people\0231_2584260503.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sailboat\0510_1880660699.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
