name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
horizon\0600_2258521614.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
dock\0246_115397369.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosque\0456_86935021.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceremony\0598_2318800413.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
avalanche\0231_2231017460.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
monastery\0214_418568688.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0556_2696363707.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moon\0219_546297878.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pickup_truck\0371_2277943658.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rowboat\0279_2020623038.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
clearing\0461_569121610.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wall\0452_474714885.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
swimmers\0349_819183088.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
machine_guns\0428_2709176408.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
church\0519_292370145.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
