name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
earthquake\0315_2548695.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
harbors\0075_326495803.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cityscape\0451_2372709721.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dancing\0329_2536369064.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frost\0467_2178412046.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
porches\0310_1537963578.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
moon\0354_838812947.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
motorcycle\0526_20570049.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mare\0247_1617047497.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desert\0664_2624950389.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
swimmers\0069_2158271444.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tennis\0355_347460057.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
village\0379_2062393688.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
