name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
black\0472_198688512.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
palm\0474_685939182.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
buildings\0264_569051084.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0531_1110063062.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
trail\0236_330583125.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
maps\0402_6777866.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
outer_space\0345_2283051194.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0422_420852368.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pebbles\0206_2652550715.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dunes\0500_1888114920.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
islands\0245_38269257.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0421_420794165.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
turn\0479_1953719823.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tower\0352_299591883.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
