name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
barn\0528_543493917.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
river_bank\0487_266874157.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
range\0553_2540811005.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
parade\0450_138692605.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frost\0008_287562740.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0486_83574058.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pair\0082_390512910.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0581_2615958387.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lakes\0437_541535296.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fog\0060_2188706530.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
television_tower\0201_143572580.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
horizon\0343_2206783806.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0226_750193122.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
designs\0060_2367155920.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
