name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
individual\0215_2075448273.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
boats\0098_191469481.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
restaurant\0247_2195095728.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0491_2199652468.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
birds\0312_79513140.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
skiing\0487_2068907120.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
maps\0408_2384455307.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
flight\0090_746035615.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fire_station\0457_37291981.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
flood\0246_412519304.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rocks\0297_90188495.jpg,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
barge\0235_2327975839.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
diver\0556_261668819.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
flag\0598_1548962398.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
roofs\0077_2459566842.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
