name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
bush\0411_2156352894.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
harbors\0549_1308202808.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outdoor\0592_2492119640.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gym\0596_312809722.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
urban_park\0611_2478983852.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
barn\0265_251051988.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0236_370502981.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
terrace\0074_2595259681.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0566_341980180.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
arctic\0356_303600118.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reefs\0291_1398274075.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sailboats\0434_2600481253.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
car\0396_524509726.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
underwater\0058_2373121175.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
motorcycle\0423_2485989004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
communications_tower\0037_2502095921.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
weather\0546_2061173369.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
cityscape\0079_1010580910.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
courthouse\0383_2106635432.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
formation\0335_377416102.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cottage\0389_536503320.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
earthquake\0594_3903790.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
outer_space\0284_2282170121.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0272_121832554.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tent\0087_264357599.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
valleys\0243_1366121783.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
monument\0686_102500412.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
swimmers\0208_4994793.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sitting\0328_2385186412.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
referees\0582_284058864.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
harbors\0048_2614680581.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
empire_state\0313_2466499924.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
old_people\0359_58969417.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
designs\0326_365078367.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0486_83574058.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fence\0079_533391985.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
guard\0577_271385875.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pebbles\0279_2044542554.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cow\0258_1824792614.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
