name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
lichen\0028_2535107369.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
barge\0356_431679372.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swimmers\0528_355888890.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gymnastics\0581_235356656.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frost\0043_486216499.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0321_100740697.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
suburban\0224_2346236095.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0367_535719281.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dock\0075_440978755.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
clouds\0505_269974822.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camels\0227_114337598.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
horizon\0491_2328175465.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
swimmer\0217_474972628.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
construction_worker\0096_2178515252.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cathedral\0250_2190217416.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nighttime\0551_2492716973.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
boats\0294_2034488902.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cityscape\0465_2277149598.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0241_755695950.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
crystals\0679_2312755554.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
buildings\0536_2393183454.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
maps\0463_1121428.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
moon\0223_383252022.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
funeral\0437_198570864.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
