name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
helicopter\0278_331518839.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
rowboat\0404_116421928.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
empire_state\0501_2490640231.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dancing\0320_81884673.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
moose\0373_433783977.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
truck\0583_415238221.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0236_370502981.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
plane\0239_2335382976.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
riot\0088_117449679.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
meadow\0201_1814413171.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
waterfalls\0396_1475726567.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chairs\0333_1984884031.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
swimmers\0019_2254335722.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
prototype\0237_2197214011.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
