name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
sails\0332_2645669164.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skyline\0410_1438327440.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dancing\0674_790006007.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
clearing\0370_2495612774.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
barn\0477_999738786.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0549_195741436.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
relief\0402_183114367.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
motorcycle\0358_2683537743.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
backpackers\0216_2078397416.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
dunes\0406_2555752749.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pole\0234_136587385.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
underwater\0533_2197065126.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
designs\0040_2459251223.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
water_tower\0095_2099009490.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
