name,boats,cityscape,dancing,frost,house,map,moon,police,reflection,rocks,sand,sun,sunset,swimmers,tattoo,tower
bazaar\0091_2199129304.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sailboats\0564_2573204579.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apartments\0493_169419938.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0063_336700907.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
birds\0312_79513140.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gate\0591_452369978.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0548_38104268.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lake\0271_400592681.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
police\0287_2386375870.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
river_bank\0590_1469626464.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
door\0539_708106114.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
sunrise\0292_387152626.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
beards\0594_2673562496.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
railing\0324_2314279528.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
clock_tower\0330_311805766.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oahu\0365_2412517975.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheering\0371_43985776.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mist\0585_2228488761.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0321_100740697.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
outer_space\0606_22413451.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0313_2626248700.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rapids\0284_2534681948.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dunes\0505_520889829.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
earthquake\0066_248042544.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0297_584479219.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
animals\0306_1128028424.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
judge\0420_2376641838.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sailboat\0216_2523016563.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buddha\0401_2533497985.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porches\0300_180939666.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
railroad\0209_2288774992.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cars\0328_2200746554.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0408_2384455307.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
formation\0272_565864181.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0040_215598367.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bay\0013_221827536.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
dock\0263_466442866.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
maui\0247_2285703916.jpg,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
swimming_pools\0472_2660589495.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tower\0045_315949999.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
observation_tower\0556_1323665490.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mast\0254_2071494057.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
office_building\0584_147634667.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancing\0024_241630670.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
slope\0269_2223168329.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maps\0358_106798908.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stadium\0220_2073340017.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
officers\0226_514197196.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
battleship\0444_2448661177.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
swimming_pools\0417_304092364.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
crab\0498_2080704912.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
airplane\0545_2095770815.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
swimming_pools\0207_64058241.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pavilions\0080_862263254.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wings\0076_1284285409.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bride\0328_2439540548.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frost\0300_385836527.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
courtyard\0537_1015539043.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
maps\0415_99694341.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lizard\0698_2731818648.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
helicopters\0018_533567232.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pebbles\0550_1617969288.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
walking\0262_2283558849.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cityscape\0563_2301370682.jpg,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
swimmers\0034_887151016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
power_plant\0286_2176555450.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
