1shot model: {'num_classes': 6, 'max_epoch': 150, 'resume': '/data2/yanjiexuan/checkpoints/RC-Tran/MKT_fs_checkpoint/ema_fsl_First_Stage_al0.4_lr1e-05_clip_vit_topk32_voc_best_95.796_e15.ckpt', 'evaluation': False, 'threshold': 0.5, 'lr': 1e-05, 'train': False, 'dataset': 'voc', 'inp_seman': 'data/voc/voc_glove_word2vec.pkl', 'data': '/data2/yanjiexuan/voc', 'image_size': 224, 'workers': 4, 'batch_size': 64, 'epis': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10'], 'shot': 1, 'fix_sample': False, 'ctx_init': 'a photo of a', 'n_ctx': 4, 'class_token_position': 'end', 'topk': 16, 'lamda': 1.0, 'alpha': 0.5}
=================================================>>>>>>> regular model mAPs for epi ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']:
[tensor(89.6216), tensor(81.3971), tensor(83.2945), tensor(89.7061), tensor(86.0705), tensor(90.8423), tensor(87.2018), tensor(87.8122), tensor(90.1115), tensor(89.3414)]
=================================================>>>>>>> OP, OR, OF1, CP, CR, CF1:
(0.28132183908045977, 0.9849094567404426, 0.43763969602145736, 0.28786693614025854, 0.9893400502660299, 0.4459704528743238)
(0.27858809801633605, 0.9607645875251509, 0.43193125282677525, 0.27611636131779577, 0.9748435171385991, 0.4303419309317758)
(0.44092931290163123, 0.89738430583501, 0.5913158766987073, 0.4561867821436832, 0.9195490206740393, 0.6098352720129722)
(0.4427516158818098, 0.9647887323943662, 0.6069620253164557, 0.43118480303992257, 0.9670838781752377, 0.5964402652166809)
(0.37563667232597625, 0.8903420523138833, 0.5283582089552239, 0.4455499779426401, 0.9302574749409972, 0.6025206457083975)
(0.365707881957415, 0.9849094567404426, 0.5333696540452193, 0.3542896315342103, 0.9865362556999401, 0.5213496694161516)
(0.3429090909090909, 0.9486921529175051, 0.5037393162393162, 0.3427720624713766, 0.9549147269198969, 0.5044639324473122)
(0.37788385043754974, 0.9557344064386318, 0.5416191562143672, 0.3756002749496134, 0.9524496806718351, 0.5387453392423203)
(0.4392694063926941, 0.9678068410462777, 0.6042713567839196, 0.4326865589143251, 0.9641862129932738, 0.5973205621052663)
(0.3698473282442748, 0.9748490945674044, 0.5362479247371333, 0.39250822765562604, 0.9658802562148073, 0.5581848668419616)
=================================================>>>>>>> OP_k, OR_k, OF1_k, CP_k, CR_k, CF1_k:
(0.38731825525040386, 0.9647887323943662, 0.5527377521613833, 0.39723396244335324, 0.9753971122745256, 0.5645520737525924)
(0.37946611909650924, 0.9295774647887324, 0.5389326334208223, 0.3927486996298602, 0.9520171353935369, 0.5560871375716513)
(0.4625, 0.8933601609657947, 0.609471516815374, 0.4781747665885236, 0.9152216346644103, 0.6281570573009975)
(0.4916926272066459, 0.9527162977867203, 0.6486301369863013, 0.4896814053330643, 0.9542018372179418, 0.6472197790657128)
(0.39990732159406855, 0.8682092555331992, 0.5475888324873096, 0.4757944826576647, 0.9145970362091909, 0.6259535070208616)
(0.43936651583710407, 0.9768611670020121, 0.6061173533083646, 0.4305857105608797, 0.9792792522747473, 0.5981617584568769)
(0.4057971014492754, 0.9295774647887324, 0.5649648425557934, 0.4260620672559459, 0.9374152213251143, 0.5858507074813277)
(0.4271310724106325, 0.937625754527163, 0.5869017632241814, 0.44691551841091975, 0.9300053667276328, 0.6037149048751547)
(0.4553231939163498, 0.9637826961770624, 0.618463524854745, 0.4543827373573002, 0.9603214989747643, 0.616883020833475)
(0.3949856144677353, 0.9668008048289738, 0.5608403851765392, 0.4362249998265186, 0.9540206917286606, 0.5986965881092426)
mean:87.53990478515625
mean OP, OR, OF1, CP, CR, CF1:
[0.3714845096147238, 0.9530181086519114, 0.5315454467838576, 0.3794761616109451, 0.9605041073694658, 0.5405172936797162]
