5shot model: {'num_classes': 6, 'max_epoch': 150, 'resume': '/data2/yanjiexuan/checkpoints/RC-Tran/MKT_fs_checkpoint/ema_fsl_First_Stage_al0.4_lr1e-05_clip_vit_topk32_voc_best_95.796_e15.ckpt', 'evaluation': False, 'threshold': 0.5, 'lr': 1e-05, 'train': False, 'dataset': 'voc', 'inp_seman': 'data/voc/voc_glove_word2vec.pkl', 'data': '/data2/yanjiexuan/voc', 'image_size': 224, 'workers': 4, 'batch_size': 64, 'epis': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10'], 'shot': 5, 'fix_sample': False, 'ctx_init': 'a photo of a', 'n_ctx': 4, 'class_token_position': 'end', 'topk': 16, 'lamda': 1.0, 'alpha': 0.5}
=================================================>>>>>>> regular model mAPs for epi ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']:
[tensor(96.1301), tensor(95.7785), tensor(95.7340), tensor(95.3498), tensor(94.9158), tensor(95.5389), tensor(95.8787), tensor(93.4947), tensor(95.8400), tensor(94.9879)]
=================================================>>>>>>> OP, OR, OF1, CP, CR, CF1:
(0.3403448275862069, 0.9929577464788732, 0.5069337442218798, 0.32576992748641864, 0.98958170949777, 0.4901745703287552)
(0.3105511811023622, 0.9919517102615694, 0.4730151115375389, 0.31419697176661804, 0.9945158055639349, 0.4775285454453889)
(0.34529616724738676, 0.9969818913480886, 0.5129399585921325, 0.35403958515960876, 0.9972302463891248, 0.5225588176353615)
(0.3499646142958245, 0.9949698189134809, 0.5178010471204189, 0.370399768810921, 0.9940882906250194, 0.539704353554202)
(0.35401721664275465, 0.9929577464788732, 0.5219460602855632, 0.3448858846703415, 0.9931757857379057, 0.511982843650056)
(0.4058268362741075, 0.9949698189134809, 0.5765083066161469, 0.390889334240188, 0.9951479665625454, 0.5613019590379312)
(0.4022049816251531, 0.9909456740442656, 0.5721754284054603, 0.39453018398226725, 0.9918353247866323, 0.56451054313327)
(0.3453009503695882, 0.9869215291750503, 0.5116036505867014, 0.36550090574746835, 0.9855865544544042, 0.5332486444538345)
(0.37710566615620217, 0.9909456740442656, 0.5463117027176928, 0.37703590023363603, 0.9929314821985832, 0.5465397498682182)
(0.34634317862165964, 0.9909456740442656, 0.5132881709223553, 0.33511834211230834, 0.9919167379648673, 0.5009807166829434)
=================================================>>>>>>> OP_k, OR_k, OF1_k, CP_k, CR_k, CF1_k:
(0.42058070025619126, 0.9909456740442656, 0.5905275779376499, 0.40695657684709197, 0.9866579568804368, 0.57623817050334)
(0.3918973124749298, 0.9828973843058351, 0.5603670777172354, 0.3931544066581974, 0.9885069637000443, 0.5625631245523213)
(0.3977318752531389, 0.9879275653923542, 0.5671383193762634, 0.4365947862341865, 0.9880261308325503, 0.6055885495108454)
(0.40512608515915666, 0.9859154929577465, 0.5742748315265163, 0.44575315797610165, 0.9852000372735578, 0.6137950972970035)
(0.42200257842715944, 0.9879275653923542, 0.5913881361035833, 0.40795514859059634, 0.9866955289305809, 0.5772449368238878)
(0.44910999543587404, 0.9899396378269618, 0.6178963893249608, 0.4299808406573095, 0.9916102936838141, 0.5998538080081974)
(0.44021495745633676, 0.9889336016096579, 0.6092345832042144, 0.43460549449286595, 0.9907495484565563, 0.6041795685298941)
(0.392914653784219, 0.9818913480885312, 0.5612420931569868, 0.42106617227233323, 0.980907792459912, 0.5892079309790621)
(0.4216401889222842, 0.9879275653923542, 0.5910321998194403, 0.4260311096414349, 0.9913028177034692, 0.5959440203453455)
(0.4096234309623431, 0.9849094567404426, 0.5786052009456264, 0.39776225984478725, 0.9870129448675568, 0.5670183840822466)
mean:95.36483154296874
mean OP, OR, OF1, CP, CR, CF1:
[0.35769556199212454, 0.9924547283702214, 0.525252318100589, 0.3572366804209776, 0.9926009903780788, 0.5248530743789961]
